icd9_code,short_title,long_title,source
6829,Cellulitis NOS,Cellulitis and abscess of unspecified sites,diagnose
6829,Uterine les destruct NEC,Other excision or destruction of lesion of uterus,procedure
683,Acute lymphadenitis,Acute lymphadenitis,diagnose
6831,Lap scervic hysterectomy,Laparoscopic supracervical hysterectomy [LSH],procedure
6839,Subtotl abd hyst NEC/NOS,Other and unspecified subtotal abdominal hysterectomy,procedure
684,Impetigo,Impetigo,diagnose
6841,Lap total abdominal hyst,Laparoscopic total abdominal hysterectomy,procedure
6849,Total abd hyst NEC/NOS,Other and unspecified total abdominal hysterectomy,procedure
6850,Pilonidal cyst w abscess,Pilonidal cyst with abscess,diagnose
6851,Pilonidal cyst w/o absc,Pilonidal cyst without mention of abscess,diagnose
6851,Lap ast vag hysterectomy,Laparoscopically assisted vaginal hysterectomy (LAVH),procedure
6859,Vag hysterectomy NEC/NOS,Other and unspecified vaginal hysterectomy,procedure
68600,Pyoderma NOS,"Pyoderma, unspecified",diagnose
68601,Pyoderma gangrenosum,Pyoderma gangrenosum,diagnose
68609,Pyoderma NEC,Other pyoderma,diagnose
6861,Pyogenic granuloma,Pyogenic granuloma of skin and subcutaneous tissue,diagnose
6861,Lap radical abdomnl hyst,Laparoscopic radical abdominal hysterectomy,procedure
6868,Local skin infection NEC,Other specified local infections of skin and subcutaneous tissue,diagnose
6869,Local skin infection NOS,Unspecified local infection of skin and subcutaneous tissue,diagnose
6869,Radical abd hyst NEC/NOS,Other and unspecified radical abdominal hysterectomy,procedure
6871,Lap radical vaginal hyst,Laparoscopic radical vaginal hysterectomy [LRVH],procedure
6879,Radical vag hyst NEC/NOS,Other and unspecified radical vaginal hysterectomy,procedure
688,Pelvic evisceration,Pelvic evisceration,procedure
689,Hysterectomy NEC/NOS,Other and unspecified hysterectomy,procedure
6901,D & C for preg terminat,Dilation and curettage for termination of pregnancy,procedure
69010,Sebrrheic dermatitis NOS,"Seborrheic dermatitis, unspecified",diagnose
69011,Seborrhea capitis,Seborrhea capitis,diagnose
69012,Sbrheic infantl drmtitis,Seborrheic infantile dermatitis,diagnose
69018,Sebrrheic dermatitis NEC,Other seborrheic dermatitis,diagnose
6902,D & C post delivery,Dilation and curettage following delivery or abortion,procedure
6908,Erythmtsquamous derm NEC,Other erythematosquamous dermatosis,diagnose
6909,D & C NEC,Other dilation and curettage,procedure
6910,Diaper or napkin rash,Diaper or napkin rash,diagnose
6918,Other atopic dermatitis,Other atopic dermatitis and related conditions,diagnose
6919,Destruc uter support NEC,Other excision or destruction of uterus and supporting structures,procedure
6920,Detergent dermatitis,Contact dermatitis and other eczema due to detergents,diagnose
6921,Oil & grease dermatitis,Contact dermatitis and other eczema due to oils and greases,diagnose
6921,Interposit op uterin lig,Interposition operation,procedure
6922,Uterine suspension NEC,Other uterine suspension,procedure
6922,Solvent dermatitis,Contact dermatitis and other eczema due to solvents,diagnose
6923,Topical med dermatitis,Contact dermatitis and other eczema due to drugs and medicines in contact with skin,diagnose
6923,Vag repair invers uterus,Vaginal repair of chronic inversion of uterus,procedure
6924,Chemical dermatitis NEC,Contact dermatitis and other eczema due to other chemical products,diagnose
6925,Topical food dermatitis,Contact dermatitis and other eczema due to food in contact with skin,diagnose
6926,Dermatitis due to plant,Contact dermatitis and other eczema due to plants [except food],diagnose
69270,Solar dermatitis NOS,Unspecified dermatitis due to sun,diagnose
69271,Sunburn,Sunburn,diagnose
69272,Act drmtitis solar rdiat,Acute dermatitis due to solar radiation,diagnose
69273,Actnc retic actnc grnlma,Actinic reticuloid and actinic granuloma,diagnose
69274,Oth chr drmtit solar rad,Other chronic dermatitis due to solar radiation,diagnose
69275,Dis sup actnc porokrtsis,Disseminated superficial actinic porokeratosis (DSAP),diagnose
69276,2nd degree sunburn,Sunburn of second degree,diagnose
69277,3rd degree sunburn,Sunburn of third degree,diagnose
69279,Oth dermatitis solar rad,Other dermatitis due to solar radiation,diagnose
69281,Cosmetic dermatitis,Dermatitis due to cosmetics,diagnose
69282,Dermatitis oth radiation,Dermatitis due to other radiation,diagnose
69283,Dermatitis metals,Dermatitis due to metals,diagnose
69284,Contact drmatitis-animal,Contact dermatitis and other eczema due to animal (cat) (dog) dander,diagnose
69289,Dermatitis NEC,Contact dermatitis and other eczema due to other specified agents,diagnose
6929,Dermatitis NOS,"Contact dermatitis and other eczema, unspecified cause",diagnose
6929,Uterus/adnexa repair NEC,Other repair of uterus and supporting structures,procedure
693,Paracerv uterine denerv,Paracervical uterine denervation,procedure
6930,Drug dermatitis NOS,Dermatitis due to drugs and medicines taken internally,diagnose
6931,Dermat d/t food ingest,Dermatitis due to food taken internally,diagnose
6938,Dermat d/t int agent NEC,Dermatitis due to other specified substances taken internally,diagnose
6939,Dermat d/t int agent NOS,Dermatitis due to unspecified substance taken internally,diagnose
6940,Dermatitis herpetiformis,Dermatitis herpetiformis,diagnose
6941,Subcorneal pust dermatos,Subcorneal pustular dermatosis,diagnose
6941,Suture uterine lacerat,Suture of laceration of uterus,procedure
6942,Closure uterine fistula,Closure of fistula of uterus,procedure
6942,Juven dermat herpetiform,Juvenile dermatitis herpetiformis,diagnose
6943,Impetigo herpetiformis,Impetigo herpetiformis,diagnose
6944,Pemphigus,Pemphigus,diagnose
6945,Pemphigoid,Pemphigoid,diagnose
69460,Bn mucous memb pemph NOS,Benign mucous membrane pemphigoid without mention of ocular involvement,diagnose
69461,Ocular pemphigus,Benign mucous membrane pemphigoid with ocular involvement,diagnose
6948,Bullous dermatoses NEC,Other specified bullous dermatoses,diagnose
6949,Bullous dermatoses NOS,Unspecified bullous dermatoses,diagnose
6949,Uterine repair NEC,Other repair of uterus,procedure
6950,Toxic erythema,Toxic erythema,diagnose
6951,Aspirat curet-preg termi,Aspiration curettage of uterus for termination of pregnancy,procedure
69510,Erythema multiforme NOS,"Erythema multiforme, unspecified",diagnose
69511,Erythma multiforme minor,Erythema multiforme minor,diagnose
69512,Erythema multiforme maj,Erythema multiforme major,diagnose
69513,Stevens-Johnson syndrome,Stevens-Johnson syndrome,diagnose
69514,Stevens-Johnson-TEN syn,Stevens-Johnson syndrome-toxic epidermal necrolysis overlap syndrome,diagnose
69515,Toxic epidrml necrolysis,Toxic epidermal necrolysis,diagnose
69519,Erythema multiforme NEC,Other erythema multiforme,diagnose
6952,Erythema nodosum,Erythema nodosum,diagnose
6952,Aspirat curet-post deliv,Aspiration curettage following delivery or abortion,procedure
6953,Rosacea,Rosacea,diagnose
6954,Lupus erythematosus,Lupus erythematosus,diagnose
69550,Exfol d/t eryth <10% bdy,Exfoliation due to erythematous condition involving less than 10 percent of body surface,diagnose
69551,Exfl d/t eryth 10-19 bdy,Exfoliation due to erythematous condition involving 10-19 percent of body surface,diagnose
69552,Exfl d/t eryth 20-29 bdy,Exfoliation due to erythematous condition involving 20-29 percent of body surface,diagnose
69553,Exfl d/t eryth 30-39 bdy,Exfoliation due to erythematous condition involving 30-39 percent of body surface,diagnose
69554,Exfl d/t eryth 40-49 bdy,Exfoliation due to erythematous condition involving 40-49 percent of body surface,diagnose
69555,Exfl d/t eryth 50-59 bdy,Exfoliation due to erythematous condition involving 50-59 percent of body surface,diagnose
69556,Exfl d/t eryth 60-69 bdy,Exfoliation due to erythematous condition involving 60-69 percent of body surface,diagnose
69557,Exfl d/t eryth 70-79 bdy,Exfoliation due to erythematous condition involving 70-79 percent of body surface,diagnose
69558,Exfl d/t eryth 80-89 bdy,Exfoliation due to erythematous condition involving 80-89 percent of body surface,diagnose
69559,Exfl d/t eryth >=90% bdy,Exfoliation due to erythematous condition involving 90 percent or more of body surface,diagnose
69581,Ritter's disease,Ritter's disease,diagnose
69589,Erythematous cond NEC,Other specified erythematous conditions,diagnose
6959,Erythematous cond NOS,Unspecified erythematous condition,diagnose
6959,Aspir curett uterus NEC,Other aspiration curettage of uterus,procedure
696,Menstrual extraction,Menstrual extraction or regulation,procedure
6960,Psoriatic arthropathy,Psoriatic arthropathy,diagnose
6961,Other psoriasis,Other psoriasis,diagnose
6962,Parapsoriasis,Parapsoriasis,diagnose
6963,Pityriasis rosea,Pityriasis rosea,diagnose
6964,Pityriasis rubra pilaris,Pityriasis rubra pilaris,diagnose
6965,Pityriasis NEC & NOS,Other and unspecified pityriasis,diagnose
6968,Psorias related dis NEC,Other psoriasis and similar disorders,diagnose
697,Insertion of iud,Insertion of intrauterine contraceptive device,procedure
6970,Lichen planus,Lichen planus,diagnose
6971,Lichen nitidus,Lichen nitidus,diagnose
6978,Lichen NEC,"Other lichen, not elsewhere classified",diagnose
6979,Lichen NOS,"Lichen, unspecified",diagnose
6980,Pruritus ani,Pruritus ani,diagnose
6981,Pruritus of genitalia,Pruritus of genital organs,diagnose
6982,Prurigo,Prurigo,diagnose
6983,Lichenification,Lichenification and lichen simplex chronicus,diagnose
6984,Dermatitis factitia,Dermatitis factitia [artefacta],diagnose
6988,Pruritic conditions NEC,Other specified pruritic conditions,diagnose
6989,Pruritic disorder NOS,Unspecified pruritic disorder,diagnose
6991,Insert uterine device,Insertion of therapeutic device into uterus,procedure
6992,Artificial insemination,Artificial insemination,procedure
6993,Insertion of laminaria,Insertion of laminaria,procedure
6994,Man replace invert uter,Manual replacement of inverted uterus,procedure
6995,Incision of cervix,Incision of cervix,procedure
6996,Remove cervical cerclage,Removal of cerclage material from cervix,procedure
